date,institute,source,sample,feldzeit,oevp,spoe,fpoe,gruene,neos,pilz,bzoe,stronach,others
20.10.2012,Karmasin,Profil,500.0,,23.0,25.0,22.0,15.0,,,2.0,10.0,3.0
26.10.2012,IMAS,Krone,1000.0,,24.0,26.0,18.0,13.0,,,5.0,9.0,10.0
27.10.2012,Gallup,Österreich,400.0,24./25.10.2012,22.0,25.0,22.0,15.0,,,2.0,11.0,3.0
13.11.2012,IMAS,Krone,,,23.0,27.0,19.0,12.0,,,5.0,12.0,5.0
17.11.2012,Karmasin,Profil,,,24.0,27.0,21.0,13.0,,,2.0,10.0,3.0
02.12.2012,Gallup,Österreich,400.0,29./30.11.,23.0,27.0,19.0,13.0,,,1.0,11.0,11.0
15.12.2012,Hajek,ATV,1000.0,30.11.-7.12.,23.0,26.0,20.0,14.0,,,3.0,12.0,2.0
15.12.2012,Karmasin,Profil,500.0,,24.0,28.0,21.0,13.0,,,1.0,11.0,2.0
30.12.2012,Gallup,Österreich,400.0,20./21.12.,23.0,27.0,21.0,14.0,,,1.0,10.0,5.0
02.01.2013,market,Standard,400.0,,24.0,27.0,23.0,14.0,,,2.0,7.0,6.0
13.01.2013,Gallup,Österreich,400.0,,23.0,28.0,20.0,14.0,,,1.0,,17.0
17.01.2013,meinungsraum.at,News,1000.0,,19.0,25.0,21.0,15.0,,,4.0,10.0,8.0
26.01.2013,Karmasin,Profil,500.0,,26.0,27.0,21.0,13.0,,,2.0,7.0,4.0
26.01.2013,Gallup,Österreich,400.0,23.-25.1.,25.0,27.0,21.0,13.0,,,1.0,9.0,5.0
03.02.2013,Gallup,Österreich,400.0,,25.0,27.0,21.0,14.0,,,1.0,8.0,7.0
04.02.2013,market,Standard,405.0,29.-31.1.2013,23.0,27.0,22.0,13.0,,,1.0,10.0,8.0
10.02.2013,Gallup,Österreich,400.0,6.-8.2.,25.0,28.0,21.0,13.0,,,,8.0,5.0
13.02.2013,IMAS,Krone,400.0,,23.0,24.0,21.0,11.0,,,5.0,10.0,12.0
23.02.2013,Gallup,Österreich,400.0,20.-22.2.,25.0,27.0,22.0,13.0,,,2.0,9.0,2.0
23.02.2013,Karmasin,Profil,500.0,,24.0,27.0,23.0,12.0,,,1.0,10.0,3.0
10.03.2013,market,Standard,502.0,,24.0,28.0,21.0,13.0,,,3.0,11.0,0.0
14.03.2013,meinungsraum.at,News,1000.0,,22.0,26.0,20.0,14.0,,,2.0,13.0,6.0
15.03.2013,Karmasin,heute,800.0,,24.0,27.0,20.0,14.0,2.0,,2.0,9.0,4.0
16.03.2013,Gallup,Österreich,400.0,,25.0,28.0,20.0,13.0,,,2.0,9.0,6.0
22.03.2013,Hajek,ATV,1000.0,,23.0,26.0,18.0,13.0,,,2.0,15.0,6.0
23.03.2013,Karmasin,Profil,500.0,,24.0,28.0,20.0,13.0,,,1.0,10.0,4.0
01.04.2013,market,Standard,504.0,,24.0,26.0,19.0,14.0,,,4.0,10.0,3.0
05.04.2013,Karmasin,heute,800.0,,24.0,27.0,19.0,14.0,1.0,,2.0,9.0,10.0
06.04.2013,IMAS,Krone,1046.0,,25.0,27.0,18.0,14.0,,,4.0,10.0,2.0
07.04.2013,Gallup,Österreich,400.0,,25.0,27.0,19.0,14.0,,,1.0,9.0,10.0
20.04.2013,Gallup,Österreich,400.0,,24.0,27.0,19.0,13.0,,,2.0,10.0,10.0
20.04.2013,Karmasin,Profil,500.0,,25.0,28.0,19.0,13.0,,,1.0,10.0,8.0
03.05.2013,Karmasin,heute,800.0,,24.0,28.0,19.0,14.0,2.0,,2.0,8.0,8.0
09.05.2013,Gallup,Österreich,400.0,7./8.5.2013,25.0,26.0,19.0,15.0,,,,9.0,6.0
16.05.2013,Karmasin,Profil,500.0,,25.0,26.0,18.0,16.0,,,2.0,10.0,3.0
16.05.2013,IMAS,Krone,500.0,,28.0,29.0,19.0,12.0,,,3.0,7.0,4.0
30.05.2013,Gallup,Österreich,400.0,,25.0,27.0,18.0,15.0,,,2.0,9.0,8.0
31.05.2013,Karmasin,heute,800.0,,25.0,27.0,18.0,16.0,,,1.0,10.0,6.0
14.06.2013,Gallup,Österreich,400.0,,25.0,28.0,18.0,14.0,,,2.0,9.0,8.0
15.06.2013,Karmasin,Profil,500.0,,24.0,27.0,18.0,15.0,,,2.0,8.0,6.0
21.06.2013,Hajek,ATV,700.0,,25.0,27.0,18.0,16.0,1.0,,1.0,10.0,5.0
22.06.2013,IMAS,Krone,500.0,,26.0,28.0,19.0,12.0,,,4.0,8.0,6.0
23.06.2013,Gallup,Österreich,400.0,,25.0,28.0,18.0,14.0,,,2.0,9.0,8.0
28.06.2013,Karmasin,heute,800.0,,25.0,29.0,18.0,15.0,2.0,,2.0,7.0,6.0
28.06.2013,Oeconsult,meinBezirk,1000.0,,24.0,27.0,19.0,16.0,,,4.0,8.0,5.0
29.06.2013,Gallup,Österreich,400.0,,25.0,28.0,19.0,14.0,,,,8.0,6.0
07.07.2013,OGM,Kurier,806.0,,24.0,27.0,19.0,15.0,,,3.0,8.0,8.0
07.07.2013,market,Standard,507.0,,24.0,26.0,19.0,16.0,,,2.0,8.0,10.0
14.07.2013,Gallup,Österreich,400.0,,24.0,27.0,18.0,15.0,,,,,16.0
16.07.2013,Karmasin,Profil,500.0,,25.0,28.0,18.0,15.0,,,3.0,7.0,4.0
19.07.2013,market,Standard,500.0,,24.0,25.0,19.0,15.0,,,3.0,9.0,10.0
20.07.2013,Spectra,Kleine Zeitung,700.0,,24.0,27.0,18.0,14.0,2.0,,2.0,10.0,7.0
21.07.2013,IMAS,Krone,500.0,,25.0,27.0,19.0,13.0,,,3.0,10.0,7.0
26.07.2013,Karmasin,heute,800.0,,25.0,27.0,19.0,14.0,2.0,,2.0,9.0,4.0
28.07.2013,Gallup,Österreich,400.0,,25.0,27.0,18.0,15.0,,,2.0,8.0,10.0
08.08.2013,meinungsraum.at,neos,1000.0,,24.0,25.0,20.0,13.0,3.0,,2.0,9.0,8.0
09.08.2013,Gallup,Österreich,400.0,,25.0,28.0,17.0,16.0,2.0,,2.0,8.0,4.0
10.08.2013,Karmasin,Profil,500.0,,25.0,28.0,18.0,16.0,,,3.0,7.0,6.0
10.08.2013,IMAS,Krone,1028.0,,25.0,27.0,20.0,13.0,,,3.0,9.0,6.0
16.08.2013,market,Standard,401.0,9.-12.8.2013,24.0,26.0,18.0,15.0,2.0,,3.0,9.0,6.0
23.08.2013,Karmasin,heute,800.0,,25.0,28.0,20.0,15.0,2.0,,1.0,7.0,4.0
23.08.2013,Gallup,Österreich,400.0,,24.0,28.0,18.0,15.0,2.0,,2.0,9.0,4.0
24.08.2013,Spectra,Vorarlberger Nachrichten,700.0,,25.0,27.0,19.0,14.0,,,3.0,7.0,10.0
29.08.2013,meinungsraum.at,News,1000.0,,24.0,27.0,19.0,14.0,3.0,,2.0,8.0,6.0
30.08.2013,market,Standard,401.0,28.-30.8.2013,22.0,26.0,19.0,16.0,2.0,,3.0,6.0,6.0
01.09.2013,OGM,Kurier,753.0,28.-29.8.2013,24.0,27.0,20.0,15.0,,,3.0,7.0,4.0
01.09.2013,Gallup,Österreich,400.0,28.-29.8.2013,23.0,28.0,19.0,15.0,,,2.0,9.0,4.0
02.09.2013,Karmasin,Profil,500.0,,24.0,28.0,20.0,15.0,1.0,,2.0,7.0,3.0
06.09.2013,Gallup,Österreich,400.0,,24.0,28.0,19.0,15.0,2.0,,2.0,8.0,4.0
07.09.2013,Karmasin,heute,800.0,2.-5.9.2013,24.0,28.0,19.0,14.0,3.0,,2.0,8.0,4.0
13.09.2013,Gallup,Österreich,400.0,,24.0,28.0,19.0,15.0,2.0,,2.0,8.0,4.0
14.09.2013,Spectra,Vorarlberger Nachrichten,700.0,,23.0,26.0,20.0,13.0,,,4.0,9.0,5.0
15.09.2013,Karmasin,Profil,500.0,,25.0,28.0,20.0,15.0,3.0,,2.0,6.0,1.0
16.09.2013,market,Standard,440.0,11.-12.9.2013,22.0,26.0,20.0,15.0,2.0,,3.0,9.0,5.0
19.09.2013,Hajek,ATV,1000.0,9.-16.9.2013,23.0,27.0,20.0,15.0,3.0,,3.0,7.0,3.0
19.09.2013,meinungsraum.at,neos,1000.0,,24.0,28.0,19.0,15.0,4.0,,2.0,7.0,2.0
19.09.2013,Gallup,Österreich,400.0,18.-19.9.2013,23.0,27.0,20.0,14.0,4.0,,3.0,7.0,5.0
20.09.2013,market,Standard,1000.0,18.-19.9.2013,23.0,26.0,19.0,15.0,3.0,,4.0,7.0,6.0
21.09.2013,OGM,Kurier,780.0,16.-18.9.2013,22.0,27.0,21.0,14.0,4.0,,4.0,6.0,2.0
04.10.2013,Gallup,Österreich,400.0,2.-3.10.2013,23.0,28.0,21.0,13.0,7.0,,,4.0,4.0
19.10.2013,Gallup,Österreich,,,23.0,28.0,22.0,13.0,8.0,,,2.0,4.0
21.10.2013,market,Standard,603.0,15.-17.10.2013,23.0,25.0,25.0,12.0,7.0,,2.0,3.0,6.0
25.10.2013,Gallup,Österreich,400.0,,24.0,27.0,22.0,13.0,8.0,,,2.0,8.0
26.10.2013,Karmasin,Profil,500.0,,23.0,26.0,23.0,12.0,8.0,,,3.0,5.0
27.10.2013,market,Standard,603.0,,23.0,25.0,24.0,12.0,8.0,,2.0,4.0,4.0
08.11.2013,Karmasin,heute,800.0,,23.0,27.0,22.0,12.0,9.0,,,3.0,8.0
16.11.2013,Gallup,Österreich,400.0,14.-15.11.2013,23.0,26.0,23.0,14.0,9.0,,,1.0,4.0
23.11.2013,Karmasin,Profil,500.0,,23.0,26.0,23.0,14.0,9.0,,,3.0,2.0
25.11.2013,market,trend,446.0,,22.0,23.0,25.0,13.0,9.0,,2.0,4.0,2.0
01.12.2013,Gallup,Österreich,400.0,,22.0,25.0,23.0,15.0,10.0,,,2.0,3.0
12.12.2013,Hajek,ATV,500.0,,20.0,23.0,26.0,14.0,11.0,,,2.0,4.0
14.12.2013,Gallup,Österreich,400.0,,21.0,24.0,24.0,15.0,10.0,,,2.0,8.0
21.12.2013,Gallup,Österreich,400.0,,24.0,24.0,20.0,15.0,11.0,,,2.0,8.0
22.12.2013,market,Standard,405.0,,20.0,24.0,26.0,12.0,11.0,,2.0,2.0,6.0
15.01.2014,meinungsraum.at,News,500.0,,19.0,26.0,26.0,12.0,12.0,,,1.0,4.0
17.01.2014,Gallup,Österreich,400.0,,20.0,24.0,25.0,14.0,12.0,,,1.0,8.0
18.01.2014,IMAS,Krone,1000.0,,23.0,25.0,25.0,13.0,7.0,,,2.0,10.0
19.01.2014,market,Standard,403.0,,20.0,23.0,26.0,12.0,11.0,,2.0,2.0,8.0
30.01.2014,Gallup,Österreich,400.0,29.-30.01.2014,19.0,23.0,25.0,14.0,15.0,,,,8.0
14.02.2014,Gallup,Österreich,400.0,15.-16.02.2014,19.0,22.0,24.0,14.0,14.0,,,,14.0
06.03.2014,Gallup,Österreich,400.0,04.-06.03.2014,20.0,23.0,24.0,14.0,13.0,,2.0,1.0,6.0
11.03.2014,market,Standard,401.0,04.-06.03.2014,19.0,22.0,27.0,13.0,13.0,,1.0,2.0,6.0
13.03.2014,Hajek,ATV,1000.0,03.-12.03.2014,20.0,24.0,27.0,12.0,13.0,,,1.0,3.0
15.03.2014,IMAS,Krone,1000.0,,21.0,24.0,26.0,11.0,10.0,,,3.0,11.0
20.03.2014,meinungsraum.at,News,800.0,,18.0,24.0,27.0,12.0,14.0,,1.0,1.0,6.0
23.03.2014,Gallup,Österreich,400.0,,20.0,22.0,24.0,14.0,14.0,,2.0,1.0,6.0
30.03.2014,Gallup,Österreich,400.0,,19.0,24.0,24.0,14.0,14.0,,1.0,1.0,6.0
06.04.2014,OGM,Kurier,776.0,,21.0,26.0,24.0,12.0,13.0,,,2.0,4.0
12.04.2014,Gallup,Österreich,400.0,,20.0,24.0,23.0,14.0,14.0,,1.0,1.0,6.0
16.04.2014,IMAS,Krone,1000.0,,22.0,26.0,23.0,13.0,12.0,,,,8.0
21.04.2014,market,Standard,405.0,,19.0,22.0,27.0,12.0,13.0,,,2.0,10.0
01.05.2014,Gallup,Österreich,400.0,26.-28.04.2014,20.0,24.0,24.0,13.0,14.0,,,,5.0
10.05.2014,Gallup,Österreich,400.0,07.-09.05.2014,20.0,24.0,25.0,13.0,13.0,,,,5.0
28.05.2014,Gallup,Österreich,400.0,27.-28.05.2014,21.0,25.0,26.0,14.0,11.0,,,,3.0
05.06.2014,Unique research,Heute,800.0,,22.0,24.0,26.0,13.0,11.0,,,1.0,6.0
13.06.2014,market,Standard,404.0,04.-06.06.2014,19.0,22.0,27.0,15.0,11.0,,,,6.0
14.06.2014,Unique research,Profil,,,21.0,25.0,28.0,13.0,10.0,,,1.0,2.0
19.06.2014,Gallup,Österreich,400.0,16.-18.06.2014,21.0,25.0,27.0,14.0,9.0,,,,4.0
21.06.2014,OGM,Kurier,796.0,,22.0,26.0,25.0,13.0,10.0,,,1.0,3.0
26.06.2014,meinungsraum.at,News,800.0,,19.0,23.0,28.0,14.0,10.0,,,2.0,8.0
05.07.2014,Gallup,Österreich,400.0,01.-03.07.2014,20.0,26.0,27.0,14.0,9.0,,,,4.0
12.07.2014,Unique research,Profil,500.0,,21.0,24.0,28.0,12.0,11.0,,,2.0,2.0
02.08.2014,Gallup,Österreich,400.0,30.07.-01.08.2014,19.0,24.0,28.0,14.0,,,,,25.0
09.08.2014,Unique research,Profil,500.0,,19.0,25.0,29.0,13.0,10.0,,,2.0,2.0
09.08.2014,Gallup,Österreich,400.0,05.-07.08.2014,19.0,25.0,28.0,14.0,,,,,24.0
16.08.2014,IMAS,Krone,1000.0,,22.0,26.0,24.0,14.0,8.0,,,2.0,5.0
22.08.2014,Gallup,Österreich,400.0,,19.0,25.0,27.0,14.0,11.0,,,1.0,3.0
26.08.2014,market,Standard,401.0,,19.0,23.0,28.0,14.0,10.0,,,1.0,10.0
30.08.2014,Gallup,Österreich,400.0,27.-29.08.2014,19.0,25.0,28.0,15.0,10.0,,,1.0,2.0
04.09.2014,Unique research,Heute,800.0,28.08.-03.09.2014,24.0,25.0,26.0,11.0,10.0,,,2.0,2.0
04.09.2014,Gallup,Österreich,400.0,02.-04.09.2014,20.0,25.0,28.0,15.0,9.0,,,1.0,2.0
13.09.2014,Unique research,Profil,500.0,,25.0,25.0,26.0,12.0,9.0,,,2.0,2.0
13.09.2014,Gallup,Österreich,400.0,,21.0,25.0,27.0,15.0,9.0,,,1.0,2.0
18.09.2014,Gallup,Österreich,400.0,16.-18.09.2014,23.0,25.0,26.0,15.0,8.0,,,,3.0
30.09.2014,Hajek,ATV,1000.0,,24.0,24.0,26.0,13.0,9.0,,,3.0,1.0
02.10.2014,Gallup,Österreich,400.0,30.09.-02.10.2014,24.0,25.0,26.0,15.0,8.0,,,,2.0
10.10.2014,Gallup,Österreich,400.0,08.-10.10.2014,24.0,25.0,26.0,14.0,8.0,,,,3.0
10.10.2014,market,Standard,404.0,,21.0,22.0,26.0,16.0,8.0,,1.0,1.0,8.0
18.10.2014,Unique research,Profil,500.0,,25.0,25.0,26.0,12.0,9.0,,,2.0,2.0
19.10.2014,IMAS,Krone,,,24.0,25.0,24.0,13.0,8.0,,,2.0,8.0
23.10.2014,meinungsraum.at,News,800.0,,25.0,25.0,26.0,12.0,9.0,,,1.0,4.0
24.10.2014,Gallup,Österreich,400.0,21.-23.10.2014,24.0,25.0,25.0,14.0,8.0,,,,4.0
31.10.2014,Gallup,Österreich,400.0,29.-31.10.2014,25.0,25.0,26.0,14.0,6.0,,,,4.0
14.11.2014,Gallup,Österreich,400.0,11.-13.11.2014,25.0,25.0,24.0,14.0,7.0,,,,5.0
15.11.2014,Unique research,Profil,500.0,,27.0,27.0,26.0,12.0,7.0,,,1.0,0.0
22.11.2014,OGM,Kurier,806.0,,27.0,25.0,25.0,14.0,7.0,,,1.0,2.0
23.11.2014,market,Standard,447.0,,23.0,22.0,25.0,16.0,9.0,,,1.0,8.0
27.11.2014,meinungsraum.at,News,500.0,,24.0,23.0,27.0,15.0,7.0,,,1.0,6.0
27.11.2014,Hajek,ATV,1000.0,18.-26.11.2014,28.0,24.0,26.0,12.0,7.0,,,1.0,2.0
29.11.2014,Gallup,Österreich,400.0,25.-27.11.2014,25.0,25.0,25.0,14.0,7.0,,,,4.0
05.12.2014,Unique research,Profil,500.0,,28.0,25.0,25.0,12.0,8.0,,,,4.0
05.12.2014,Gallup,Österreich,400.0,,25.0,24.0,26.0,14.0,7.0,,,,8.0
19.12.2014,Gallup,Österreich,400.0,16.-18.12.2014,27.0,23.0,26.0,13.0,7.0,,,,4.0
20.12.2014,Unique research,Profil,500.0,,28.0,25.0,25.0,12.0,8.0,,,1.0,2.0
01.01.2015,OGM,Kurier,800.0,,26.0,25.0,26.0,14.0,7.0,,,1.0,2.0
01.01.2015,market,Standard,422.0,,23.0,23.0,26.0,15.0,8.0,,,1.0,8.0
10.01.2015,Gallup,Österreich,400.0,07.-08.01.2015,26.0,24.0,27.0,13.0,7.0,,,,3.0
23.01.2015,Gallup,Österreich,400.0,20.-22.01.2015,25.0,25.0,26.0,13.0,7.0,,,,4.0
24.01.2015,Unique research,Profil,500.0,,26.0,26.0,28.0,12.0,7.0,,,1.0,0.0
31.01.2015,Gallup,Österreich,400.0,,25.0,25.0,26.0,13.0,7.0,,,,8.0
06.02.2015,market,Standard,405.0,,24.0,22.0,26.0,15.0,8.0,,1.0,1.0,6.0
12.02.2015,meinungsraum.at,News,500.0,,24.0,25.0,27.0,12.0,7.0,,,1.0,8.0
13.02.2015,Gallup,Österreich,400.0,10.-12.02.2015,25.0,26.0,26.0,13.0,7.0,,,,3.0
21.02.2015,Unique research,Profil,500.0,,26.0,26.0,26.0,12.0,8.0,,,1.0,1.0
22.02.2015,IMAS,Krone,1000.0,,26.0,27.0,26.0,14.0,5.0,,,1.0,1.0
08.03.2015,market,Standard,400.0,,23.0,22.0,27.0,16.0,7.0,,1.0,1.0,6.0
12.03.2015,Hajek,ATV,500.0,,27.0,24.0,26.0,12.0,7.0,,,2.0,2.0
13.03.2015,Gallup,Österreich,400.0,10.-12.03.2015,24.0,25.0,27.0,13.0,7.0,,,,
20.03.2015,Gallup,Österreich,400.0,17.03.-19.03.2015,25.0,26.0,26.0,13.0,6.0,,,,
21.03.2015,Unique research,Profil,500.0,,26.0,25.0,24.0,13.0,8.0,,,2.0,
27.03.2015,Unique research,Heute,800.0,,27.0,26.0,24.0,12.0,7.0,,,2.0,
29.03.2015,market,Standard,405.0,20.-23.03.2015,24.0,23.0,26.0,15.0,6.0,,,1.0,
01.04.2015,Gallup,Österreich,400.0,,26.0,26.0,25.0,12.0,7.0,,,,4.0
10.04.2015,Gallup,Österreich,400.0,,26.0,26.0,25.0,13.0,6.0,,,,4.0
17.04.2015,Gallup,Österreich,400.0,,26.0,26.0,26.0,12.0,6.0,,,,4.0
18.04.2015,IMAS,Krone,,,27.0,28.0,25.0,13.0,5.0,,,1.0,
25.04.2015,Unique research,Profil,500.0,,24.0,27.0,26.0,14.0,6.0,,,2.0,1.0
10.05.2015,Gallup,Österreich,400.0,,25.0,26.0,26.0,13.0,6.0,,,,4.0
14.05.2015,Gallup,Österreich,400.0,,25.0,25.0,26.0,14.0,6.0,,,,4.0
21.05.2015,Unique research,Profil,500.0,,25.0,26.0,27.0,13.0,6.0,,,1.0,2.0
30.05.2015,Gallup,Österreich,400.0,,25.0,26.0,27.0,13.0,5.0,,,,4.0
04.06.2015,Gallup,Österreich,400.0,,24.0,25.0,28.0,13.0,6.0,,,,4.0
06.06.2015,market,Standard,400.0,01.-03.06.2015,23.0,23.0,28.0,15.0,6.0,,1.0,1.0,3.0
10.06.2015,Hajek,ATV,500.0,03.-10.06.2015,25.0,23.0,28.0,15.0,6.0,,,1.0,2.0
15.06.2015,IMAS,Krone,1000.0,,26.0,26.0,26.0,14.0,4.0,,,1.0,3.0
20.06.2015,Gallup,Österreich,400.0,16.-18.06.2015,24.0,24.0,28.0,15.0,5.0,,,,4.0
20.06.2015,Unique research,Profil,500.0,,24.0,23.0,28.0,15.0,7.0,,,1.0,2.0
23.06.2015,Ifes,Kurier,1000.0,,23.0,24.0,27.0,16.0,4.0,,,,6.0
26.06.2015,Unique research,Heute,800.0,18.-25.06.2015,23.0,24.0,29.0,15.0,6.0,,,1.0,2.0
02.07.2015,Gallup,Österreich,400.0,30.06.-02.07.2015,24.0,23.0,28.0,15.0,6.0,,,,
17.07.2015,Gallup,Österreich,400.0,14.-16.07.2015,22.0,23.0,29.0,15.0,7.0,,,,
25.07.2015,Unique research,Profil,500.0,,23.0,24.0,30.0,13.0,8.0,,,1.0,
31.07.2015,Gallup,Österreich,400.0,28.-30.07.2015,23.0,23.0,29.0,14.0,7.0,,,,
17.08.2015,market,Standard,400.0,11.-14.8.2015,22.0,23.0,29.0,16.0,6.0,,,1.0,
22.08.2015,Unique research,Profil,,,23.0,22.0,31.0,13.0,7.0,,,,
22.08.2015,IMAS,Krone,1000.0,,26.0,26.0,26.0,13.0,5.0,,,2.0,2.0
19.09.2015,Unique research,Profil,500.0,,21.0,23.0,33.0,14.0,6.0,,,,
20.09.2015,Gallup,Österreich,,,21.0,25.0,32.0,12.0,,,,,
20.09.2015,market,Standard,,,23.0,22.0,32.0,15.0,4.0,,,,
01.10.2015,Gallup,Österreich,400.0,29.09.-01.10.2015,20.0,24.0,33.0,13.0,6.0,,,,
15.10.2015,Gallup,Österreich,,,20.0,23.0,33.0,14.0,7.0,,,,
19.10.2015,market,Standard,416.0,13.-16.10.2015,22.0,24.0,30.0,15.0,5.0,,,,
22.10.2015,IMAS,Krone,1000.0,,24.0,25.0,32.0,12.0,5.0,,,1.0,
31.10.2015,Unique research,Profil,500.0,,19.0,24.0,32.0,15.0,7.0,,,,
05.11.2015,Gallup,Österreich,400.0,3.-5.11.2015,21.0,24.0,32.0,13.0,7.0,,,,
21.11.2015,Gallup,Österreich,400.0,17.-19.11.2015,21.0,24.0,33.0,12.0,7.0,,,,
21.11.2015,Unique research,Profil,500.0,,20.0,22.0,32.0,13.0,9.0,,,,
19.12.2015,IMAS,Krone,,,25.0,26.0,27.0,13.0,5.0,,,1.0,
19.12.2015,Unique research,Profil,500.0,,22.0,24.0,31.0,13.0,8.0,,,,
16.01.2016,Gallup,Österreich,,,22.0,22.0,34.0,11.0,7.0,,,,
23.01.2016,Unique research,Profil,500.0,,24.0,23.0,30.0,14.0,8.0,,,,
24.01.2016,Unique research,Heute,800.0,,24.0,22.0,31.0,13.0,8.0,,,0.0,
06.02.2016,Gallup,Österreich,400.0,02.-04.02.2016,23.0,22.0,33.0,11.0,7.0,,,,
07.02.2016,Hajek,ATV,700.0,,25.0,23.0,31.0,12.0,6.0,,,1.0,
20.02.2016,Unique research,Profil,500.0,,24.0,23.0,32.0,12.0,8.0,,,,
06.03.2016,market,Standard,400.0,01.-03.03.2016,22.0,23.0,32.0,14.0,5.0,,,,4.0
11.03.2016,Gallup,Österreich,400.0,08.-10.03.2016,23.0,23.0,33.0,12.0,6.0,,,,
19.03.2016,Unique research,Profil,500.0,14.-17.03.2016,24.0,22.0,32.0,14.0,6.0,,,,
06.04.2016,Gallup,Österreich,400.0,04.-06.04.2016,24.0,23.0,33.0,12.0,5.0,,,,
08.04.2016,Unique research,Heute,800.0,31.03.-06.04.2016,23.0,23.0,32.0,14.0,7.0,,,0.0,
09.04.2016,Hajek,ATV,700.0,,22.0,22.0,32.0,15.0,7.0,,,0.0,
09.04.2016,OGM,OÖN,1013.0,01.-06.04.2016,23.0,23.0,31.0,14.0,6.0,,,1.0,2.0
12.05.2016,Gallup,Österreich,,,22.0,21.0,34.0,13.0,7.0,,,,
19.05.2016,Gallup,Österreich,600.0,19.-19.05.2016,22.0,23.0,33.0,13.0,6.0,,,,
22.05.2016,Hajek,ATV,800.0,,18.0,26.0,34.0,13.0,8.0,,,,1.0
05.06.2016,Gallup,Österreich,600.0,24.-26.05.2016,21.0,24.0,34.0,13.0,6.0,,,,
18.06.2016,Unique research,Profil,500.0,,19.0,25.0,34.0,14.0,7.0,,,,
18.06.2016,OGM,Kurier,789.0,14.-16.06.2016,22.0,25.0,33.0,12.0,6.0,,,,
25.06.2016,Hajek,ATV,700.0,,18.0,24.0,35.0,14.0,7.0,,,1.0,
08.07.2016,Gallup,Österreich,600.0,05.-06.07.2016,19.0,25.0,34.0,12.0,8.0,,,,
16.07.2016,Unique research,Profil,500.0,,20.0,24.0,35.0,14.0,6.0,,,,
12.08.2016,Gallup,Österreich,600.0,10.-11.08.2016,19.0,25.0,35.0,11.0,7.0,,,,
20.08.2016,Unique research,Profil,500.0,,21.0,26.0,33.0,12.0,7.0,,,,
22.08.2016,market,Standard,400.0,16.-17.08.2016,18.0,25.0,34.0,12.0,8.0,,,,
27.08.2016,Gallup,Österreich,600.0,23.-24.08.2016,20.0,25.0,35.0,11.0,7.0,,,,
28.08.2016,OGM,Kurier,778.0,,21.0,26.0,33.0,12.0,6.0,,,,
03.09.2016,Hajek,ATV,700.0,,21.0,26.0,34.0,14.0,6.0,,,0.0,
08.09.2016,Gallup,Österreich,600.0,07.-08.09.2016,20.0,26.0,34.0,11.0,7.0,,,,
09.09.2016,Unique research,Heute,800.0,07.-07.09.2016,19.0,26.0,35.0,12.0,6.0,,,0.0,
16.09.2016,Gallup,Österreich,800.0,13.-15.09.2016,19.0,26.0,35.0,11.0,7.0,,,,
17.09.2016,Unique research,Profil,500.0,,20.0,26.0,33.0,13.0,7.0,,,,
24.09.2016,Gallup,Österreich,800.0,20.-22.09.2016,19.0,27.0,34.0,11.0,7.0,,,,
08.10.2016,Gallup,Österreich,800.0,04.-06.10.2016,19.0,27.0,34.0,12.0,6.0,,,,
15.10.2016,Unique research,Profil,500.0,,18.0,28.0,34.0,12.0,6.0,,,,
03.11.2016,Akonsult,RMA,607.0,,22.0,25.0,33.0,12.0,7.0,,,1.0,
04.11.2016,Gallup,Österreich,800.0,,18.0,27.0,35.0,12.0,6.0,,,,
08.12.2016,Research Affairs,Österreich,600.0,06.-08.12.2016,18.0,26.0,35.0,13.0,7.0,,,,
09.12.2016,Gallup,Österreich,800.0,06.-09.12.2016,19.0,27.0,34.0,12.0,6.0,,,,
19.12.2016,market,Standard,415.0,13.-15.12.2016,22.0,25.0,31.0,12.0,6.0,,,,
30.12.2016,Unique research,Profil,500.0,,19.0,28.0,34.0,11.0,7.0,,,,
07.01.2017,Research Affairs,Österreich,500.0,03.-05.01.2017,18.0,27.0,34.0,12.0,7.0,,,,
20.01.2017,Research Affairs,Österreich,600.0,17.-18.01.2017,19.0,28.0,34.0,11.0,6.0,,,,
21.01.2017,OGM,Kurier,783.0,17.-19.01.2017,20.0,27.0,33.0,12.0,6.0,,,,
21.01.2017,Unique research,Profil,500.0,,20.0,27.0,33.0,11.0,8.0,,,,
26.01.2017,Unique research,Heute,800.0,23.-25.01.2017,19.0,29.0,32.0,12.0,6.0,,,,
02.02.2017,Research Affairs,Österreich,602.0,31.01.-02.02.2017,20.0,29.0,33.0,10.0,6.0,,,,
16.02.2017,Research Affairs,Österreich,602.0,14.-16.02.2017,19.0,28.0,34.0,11.0,6.0,,,,
18.02.2017,Unique research,Profil,500.0,,20.0,29.0,31.0,11.0,6.0,,,,
03.03.2017,Research Affairs,Österreich,600.0,28.02.-02.03.2017,19.0,29.0,33.0,11.0,6.0,,,,
16.03.2017,Research Affairs,Österreich,600.0,13.-15.03.2017,19.0,29.0,33.0,12.0,6.0,,,,
18.03.2017,Unique research,Profil,500.0,13.-16.03.2017,22.0,29.0,31.0,12.0,5.0,,,,
19.03.2017,market,Standard,412.0,,20.0,29.0,30.0,12.0,6.0,,,1.0,
01.04.2017,Research Affairs,Österreich,600.0,29.-31.03.2017,20.0,28.0,33.0,11.0,5.0,,,,
